ACCOUNT_ID,TOTAL_DEPOSITS,TOTAL_WITHDRAWALS,TXN_COUNT,ENDING_BALANCE
5591,2076706,2566713,11,83038
5592,3433170,1909191,9,7390035
5593,2036798,3904000,10,1561421
5594,3598981,2526694,12,2658627
5595,1255771,1083575,7,2121516
5596,4612990,3349399,14,7797658
5597,1254966,909780,6,4034898
5598,960585,648261,3,8610302
5599,3433809,3746433,14,-56452
5600,4488354,505764,8,10841418
5601,5616664,3073817,14,5548115
5602,2516664,2372502,9,4401902
5603,4249451,3162587,11,5554019
5604,1446115,2292139,7,5556660
5605,3388225,1157078,6,11144503
5606,1485544,1086956,6,1308705
5607,3155195,1319152,10,6446007
5608,6529417,2167026,15,5002722
5609,2714447,2979786,10,2950503
5610,3384142,4417568,19,8699663
5611,2892042,2525780,11,4460234
5612,1655245,2183993,6,5254696
5613,5218102,1101209,11,7860409
5614,1942586,3922583,13,-749113
5615,4627433,2190494,17,8130820
5616,1350895,3601023,13,4978586
5617,3750469,2346626,12,2038099
5618,3832431,863652,9,10432093
5619,1466711,4329816,11,919149
5620,1273961,2207400,8,7317227
5621,4614442,3604270,15,6140172
5622,2019102,510403,6,7845735
5623,2408433,1035772,12,2125573
5624,3004650,1424202,11,9229363
5625,3028130,2773639,10,7039202
5626,410247,6713,2,3050914
5627,1690213,1520517,8,281872
5628,2855666,4691945,15,1887239
5629,1665994,1086316,6,8309315
5630,2126754,1803419,11,7663839
5631,1840031,4650633,10,1023978
5632,2731076,1816229,11,9388567
5633,3103318,1531743,12,8605098
5634,5467122,2043778,14,3474642
5635,1995764,1161417,7,4013836
5636,2431458,3488669,13,7154098
5637,1750600,2126146,8,5945347
5638,3913986,1437360,12,9466342
5639,4139863,1154371,11,11367228
5640,5563702,3015727,14,8246418
5641,2996344,3235206,13,3251961
5642,4736459,2422059,11,7475303
5643,3031771,502723,9,10030162
5644,2977328,2452322,11,2085969
5645,1827531,1330656,7,9460160
5646,2199206,3792976,13,1702356
5647,425248,830946,4,5080382
5648,1952384,1016815,8,5730534
5649,4223404,2012552,10,8822257
5650,2384132,1543146,9,4136242
5651,2114526,469965,4,5362524
5652,2048120,3455138,9,5779199
5653,4065654,2661966,9,3748093
5654,5383900,2970556,13,7003161
5655,2492831,3300622,11,2248494
5656,2164461,1903412,8,1874026
5657,4023579,2335648,11,2655349
5658,1682723,2097038,9,4006701
5659,1073850,2678368,5,-1516975
5660,1163946,2517037,6,8281796
5661,3418745,2065673,11,2065668
5662,2230836,9167,6,5377138
5663,2118367,4266296,11,580345
5664,3021176,4452104,14,6222696
5665,2118995,2009402,8,6336766
5666,1743328,1114101,7,1042884
5667,2384357,486837,8,6257920
5668,4068280,1655731,11,11815395
5669,1043275,2413255,10,8227034
5670,3435339,582022,7,7205200
5671,3610844,2391836,13,9899894
5672,3385233,3179476,12,9065830
5673,944156,1424839,9,7111934
5674,2895532,2950528,12,6307228
5675,4697841,2085950,15,2669121
5676,4494473,2327243,13,7536627
5677,2312480,3204978,12,-532059
5678,1290695,5107396,13,-628824
5679,4903539,3101289,12,8730783
5680,2530881,2299870,11,644772
5681,1742641,3216615,14,2255219
5682,2195607,5401894,15,4968242
5683,1618408,4473794,11,4916212
5684,2663519,2026585,12,9239538
5685,4630418,1600849,13,11244588
5686,806167,1540857,6,3711772
5687,2387041,1327703,8,5999911
5688,4393466,2811791,12,5300980
5689,2034899,1799274,11,8488545
5690,3389713,821545,9,11769160
5691,400697,0,1,8182422
5692,3204675,1607149,10,2491281
5693,2972216,1106835,8,9368069
5694,2434532,2614164,9,4092915
5695,1334032,3044001,8,7627107
5696,7384620,1634902,20,14561439
5697,3994195,2757509,13,6811670
5698,4421313,2371414,13,9758623
5699,5819691,1419762,12,9368367
5700,3717670,2259786,9,2293660
5701,1859493,3089469,9,952184
5702,3241772,242991,8,9280635
5703,1842617,2237863,10,5117548
5704,1536726,2005859,8,8147135
5705,2930755,1504818,10,2291520
5706,5547094,1706453,15,5497429
5707,1959631,4992414,14,6631164
5708,6675212,1407025,14,14763755
5709,1285592,2113347,7,-193022
5710,1572777,893295,6,4094962
5711,1403692,2060776,9,6763815
5712,3293040,1359667,9,2266465
5713,1099425,1899263,6,7179743
5714,3037838,3205603,11,6266758
5715,1740509,1164529,13,5761684
5716,1929229,1419268,5,3365187
5717,4003936,2606528,13,8356272
5718,3040072,3661802,13,2390472
5719,4525300,1226719,10,7468893
5720,932783,3011211,6,-1790796
5721,5537898,971578,9,7485646
5722,4556669,1577064,13,12643260
5723,1217206,983842,4,2627003
5724,2732465,1177929,8,10445362
5725,917961,2449962,9,1736452
5726,3424456,1831659,10,6168591
5727,1156220,2255528,8,7344743
5728,1705696,1628344,7,5474176
5729,920202,3045971,9,7091519
5730,6129017,6005124,19,6892711
5731,2254046,1067439,8,3514051
5732,2767705,3021895,11,9058263
5733,3494927,1201945,11,11166056
5734,2551018,914153,8,2353269
5735,1217321,808168,4,8320641
5736,3195031,1169101,8,3350144
5737,3520278,2501671,11,2788474
5738,5218761,2017834,11,11742478
5739,3375642,934357,10,4420573
5740,4854917,3556633,17,3330528
5741,2879645,1201404,11,8424370
5742,1248981,2317938,9,-155885
5743,3003393,3858273,12,2168340
5744,1823272,1648033,7,8987357
5745,3911479,2773423,14,7291401
5746,1989480,1797304,7,5939952
5747,1271168,1295600,5,8858370
5748,2041509,2728678,13,9161437
5749,1271686,850232,7,8249464
5750,1081557,4653982,11,-1006131
5751,2364204,1112954,6,9309827
5752,894121,2307915,8,811139
5753,4681784,1670418,12,3711333
5754,4125337,792958,7,10916778
5755,1793493,6526481,16,4562168
5756,2104327,2278862,8,184498
5757,1443018,2107919,8,8017474
5758,1546730,1968258,8,4476009
5759,1290501,2496734,8,5706254
5760,4743526,1450201,13,10757244
5761,4505313,3207165,13,4042362
5762,1843777,2883720,8,-75172
5763,3473045,372472,11,10667378
5764,2693005,446187,9,11367729
5765,2770675,1562842,10,5449004
5766,3218112,2110931,13,10959474
5767,2219119,3353389,9,5599509
5768,3761335,2765726,14,2303912
5769,4403901,2149155,15,5752440
5770,2626345,2074688,10,6097736
5771,5326234,1597033,13,5744576
5772,3395580,2745795,10,6334840
5773,3543032,2310870,13,5976264
5774,3637614,4829218,15,5881529
5775,2260849,3313621,9,651118
5776,2024128,3251088,11,7722478
5777,4118375,1893650,11,3818814
5778,2527074,1919799,14,9181163
5779,4033347,3211026,12,6588338
5780,255028,236055,2,3572849
5781,2452264,5096541,13,-1004970
5782,2421959,2579733,11,316911
5783,2213188,5421158,12,227561
5784,2728029,2140281,8,9578259
5785,1570469,557838,5,2088425
5786,2975278,2275633,12,7004557
5787,1324418,1752623,7,429625
5788,1421439,2293504,7,4048349
5789,1643747,1886709,9,5962518
5790,2131301,3204233,9,6379838
5791,2237933,3043276,11,3065796
5792,1721723,3182328,9,78879
5793,784879,2802691,6,5818831
5794,4808820,2360467,14,5158223
5795,809981,2526956,10,-1447207
5796,5171814,1470134,12,12297751
5797,4162529,1769861,12,11826799
5798,4525182,2447518,11,6180911
5799,594514,3232246,6,5244431
5800,3155683,2209268,12,4524248
5801,552702,3061183,8,-2125373
5802,1744965,1470326,9,2300391
5803,529043,1334798,7,295355
5804,2640720,545003,7,9522862
5805,1616771,3810932,9,-734084
5806,2174747,129298,6,2167108
5807,1782069,2888447,8,8810214
5808,1277297,862768,7,9105217
5809,2919560,2793747,9,5598493
5810,1539061,1380981,9,9189935
5811,1904622,2513229,10,6443827
5812,1711012,330542,5,7671624
5813,1999497,651577,4,1953796
5814,2381119,4013754,13,-656200
5815,85010,1245428,6,-1056009
5816,5124291,1283277,13,4718223
5817,2665523,1351016,8,1744024
5818,479357,1546130,5,3512249
5819,5425089,2582085,19,7671786
5820,2655365,2820740,9,8650535
5821,2988562,4009087,13,8122529
5822,3661042,978071,9,12562908
5823,2108501,2516703,10,8635194
5824,2600988,1786332,6,8297408
5825,5046431,2267483,12,7831376
5826,3613107,4596259,13,1177778
5827,3053377,3268877,13,4033215
5828,2208824,2339299,9,1460680
5829,1449288,2859936,7,6951249
5830,1596122,1167102,8,5302295
5831,5705442,1761133,11,10126018
5832,3471796,1726234,11,3501828
5833,2195906,1947629,8,3659775
5834,1069188,2638513,9,1223494
5835,1952241,1952190,6,7871522
5836,2154726,414147,6,3119168
5837,2206717,2569776,10,188676
5838,2108162,1939706,9,4381491
5839,1264767,483185,4,4530453
5840,2407006,1898240,8,5335425
5841,2455041,1390900,11,1170632
5842,2000211,1838266,8,10001883
5843,2678634,2544689,10,1079636
5844,4650442,1931628,10,12443670
5845,3443724,3627657,12,7964904
5846,3118808,214407,7,10708838
5847,1698611,602943,5,9199591
5848,1880674,1617893,7,646954
5849,3033443,3056078,11,3903254
5850,2958359,1230637,8,1902674
5851,2492951,1909018,11,5909903
5852,1807518,1958395,6,7918551
5853,1135132,2536777,8,5783589
5854,3289565,985108,9,7651180
5855,1503653,3212207,11,1107150
5856,4335879,2033735,14,6369996
5857,887288,4527755,9,-2915559
5858,832597,1375446,5,1341635
5859,2720830,4047752,12,2848537
5860,2976888,4056007,11,2880172
5861,3803062,1174211,12,6397465
5862,2916972,2878337,12,2356824
5863,3001040,4538901,14,887555
5864,1315101,1676915,5,2742975
5865,2512940,1666955,7,6965954
5866,2166860,1977653,10,411690
5867,4319703,2822741,14,6227949
5868,4347963,746521,11,7930420
5869,0,5633774,8,-279775
5870,2804354,2754572,10,1929292
5871,3303970,3662981,11,7088095
5872,662047,1660193,6,359728
5873,2813369,295256,6,7374377
5874,3254226,3259543,11,591954
5875,3503118,6388191,16,5951578
5876,1856262,1680760,7,2401079
5877,741692,4246498,10,5044510
5878,1225200,3931745,9,4875562
5879,2952418,3090706,11,6329172
5880,1358747,2019087,9,1909956
5881,3381056,3043308,14,2368891
5882,2815105,1240462,8,4592941
5883,3109307,1596609,10,3263598
5884,3506713,2393532,13,6554846
5885,2008252,0,4,7874530
5886,2006871,1215869,9,3396382
5887,1824961,1035029,7,5920107
5888,1541627,3590091,10,2412660
5889,2059008,3371080,10,4109547
5890,2869386,2487749,10,4408323
5891,2472037,0,5,8838716
5892,3758086,3143089,13,5975145
5893,1470443,4716252,14,-1202603
5894,4517075,1610551,10,11161188
5895,4554869,682970,10,8449845
5896,5296416,2388964,14,5844340
5897,2758393,900301,10,8206741
5898,1534588,1658497,7,1733858
5899,3366277,3788395,15,6142143
5900,2530833,1155000,10,3999433
5901,2912346,2074341,11,1680334
5902,5201109,1966152,12,13056650
5903,1756495,1856467,6,-51824
5904,2011018,2592702,9,4437597
5905,2461554,4459377,17,2077275
5906,1372533,1528467,6,7467822
5907,1423955,3657410,11,1248340
5908,754634,3453381,8,4617296
5909,1468766,2936737,10,-173107
5910,2298721,1869120,8,7029010
5911,1479089,2879593,6,3112738
5912,3544731,907198,7,12150072
5913,4710672,676353,10,5196841
5914,2967941,3627511,15,-331014
5915,2476846,2199840,9,5626495
5916,4777728,3304669,12,3542065
5917,3847886,2347829,11,9016129
5918,3502356,1970943,11,6539573
5919,1688361,1413093,9,3459820
5920,3965121,1911254,10,6765771
5921,1152076,2889646,7,-825659
5922,3260337,3700321,13,4829898
5923,4658323,4761777,16,8484922
5924,2360681,2621189,15,6988091
5925,4087679,1575510,12,10361215
5926,4000834,2120702,12,5178709
5927,2137021,2829108,11,3710922
5928,901661,2042225,8,8614775
5929,4917214,2384757,14,6133172
5930,1409141,2937066,8,309763
5931,1686528,1352608,6,9412914
5932,3700917,1997092,11,8175816
5933,767760,2556336,9,2104676
5934,2329167,3782426,14,4015871
5935,1437563,1417293,7,132286
5936,5847697,1765890,15,11835731
5937,2760716,1263395,10,5847461
5938,1953835,3396118,10,-921690
5939,4273069,2715648,10,4444198
5940,2600039,917753,7,6310218
5941,3098902,818776,8,5887894
5942,3339183,0,8,6932488
5943,4852695,3440249,15,10361111
5944,3603636,1162310,9,4337272
5945,3210234,1105182,10,2136728
5946,1732611,2789790,8,8885409
5947,1651783,1263487,7,5929624
5948,3346721,908613,9,6588269
5949,3091275,1716419,10,5959607
5950,4199024,3393757,13,7912094
5951,3340129,3078033,11,7412825
5952,849488,2906126,9,-1854433
5953,2850239,2153140,12,974716
5954,5845067,2302413,14,8838958
5955,2851204,1701241,7,2486777
5956,965767,409008,3,2898154
5957,2138733,2535655,10,5074489
5958,2010285,2336724,8,4764131
5959,689475,1454928,4,4772942
5960,2016711,604792,6,3870806
5961,2330720,2690861,10,7082475
5962,3005709,473111,6,11052844
5963,2458543,3528803,11,8581178
5964,2796575,1747611,11,5573414
5965,943581,682514,5,9714575
5966,4540902,4712562,15,7774229
5967,3348831,1726205,11,10035265
5968,3154992,4000202,12,1271127
5969,3862088,1219697,10,4532034
5970,2435492,2485455,9,6061683
5971,1961303,4049210,10,1709612
5972,1470882,816755,7,4674110
5973,3491976,1596622,11,7834748
5974,1708766,2401959,9,3860086
5975,1475723,2518313,10,-991913
5976,2084598,956345,9,11074405
5977,3731577,3905201,12,2760993
5978,1728892,824624,9,6511793
5979,3283729,2977451,11,6366645
5980,1051848,1659163,5,7175321
5981,4517056,2725240,13,4465422
5982,5983494,1147476,13,6819279
5983,3222793,356933,6,3191038
5984,2732171,1594589,7,2033089
5985,2485371,76681,6,5183745
5986,2301374,2050774,8,5442097
5987,1486763,3614206,7,7145216
5988,1389280,3169113,9,57167
5989,5449690,2310403,13,10654131
5990,2712609,3443023,11,269092
5991,2161484,2541194,8,8681892
5992,2787929,779427,7,10395949
5993,3141539,1550942,12,4359123
5994,2416872,2487917,10,7262803
5995,1629943,3051963,8,3942169
5996,1886184,3914967,10,4277539
5997,1405126,2747487,10,6217323
5998,1107897,4779358,10,1709701
5999,2727219,3101340,9,6405636
6000,1271284,1640135,8,5839783
6001,3873028,1774884,10,3794890
6002,1862062,998620,5,1827961
6003,4671204,1910976,12,10485646
6004,76151,5153632,9,-4272325
6005,4037812,4721541,15,3290788
6006,4337516,1163875,11,10120406
6007,2778967,2502622,10,8861646
6008,2192316,3067346,9,5953611
6009,2470359,1114344,8,3212947
6010,4640434,1081274,10,8602854
6011,4540036,2963626,14,8170892
6012,2390964,1186363,8,9817884
6013,3104349,2178367,9,3236851
6014,2922386,2766347,11,6477015
6015,2971201,4015406,13,4919672
6016,3661831,1949081,13,4135467
6017,1320735,1647048,7,8358579
6018,2946562,3870500,14,2771675
6019,1846897,3917339,9,-719766
6020,357753,1174743,4,66064
6021,4357359,1817311,12,11222127
6022,1537566,1817273,7,7067178
6023,4072586,1673312,10,11933608
6024,2400996,2090508,9,4141380
6025,2477266,1551733,7,9345086
6026,2292705,2866946,11,7032247
6027,2687433,1602109,10,5325148
6028,1877212,889606,8,8909049
6029,7001939,1983634,15,5354899
6030,1109137,3192891,9,852889
6031,3930935,2333187,11,4005510
6032,4117783,1859231,12,8370236
6033,2202251,1248701,8,7252735
6034,2467259,3592922,11,6539815
6035,1535768,2830726,9,-195336
6036,1205817,2607161,7,2244403
6037,1084088,395155,5,4033246
6038,3129970,1144194,9,2284142
6039,2003552,1794727,8,8601729
6040,2411770,759417,7,6549155
6041,5062795,259208,8,12817701
6042,2334713,3980162,12,-79799
6043,4299514,2535948,12,6736914
6044,4188807,859816,9,4799059
6045,2431216,3568650,11,4605560
6046,737176,3877017,6,2748271
6047,3252198,964775,11,4240467
6048,3898532,2156089,9,4159928
6049,1106987,1675542,5,4896480
6050,2271262,2733578,10,5103726
6051,4006449,2389085,15,1666071
6052,2722216,988949,7,2998924
6053,2963233,1037787,8,5047495
6054,1492695,2214898,9,7627118
6055,1952316,1631194,9,2816755
6056,1554799,1509647,7,9183447
6057,2763531,2865454,11,909160
6058,2553503,1354819,7,9652425
6059,1957959,1137685,10,10196463
6060,2324968,4757445,12,-1619713
6061,3279288,1770422,10,11068611
6062,2993112,2254802,11,1606925
6063,2405317,2948053,8,2474342
6064,1322470,772770,7,9470690
6065,5036005,2657124,14,4083583
6066,2095046,1546991,11,7527256
6067,1588647,1942451,9,1866017
6068,3775092,2032037,9,11644102
6069,4278697,1503126,10,6175981
6070,1653029,614021,8,7526153
6071,3444304,1931282,13,8662979
6072,3161732,1728637,11,1960650
6073,2669043,1323371,8,2450255
6074,6097711,1767667,14,12970982
6075,3656005,4691968,15,6187395
6076,3937491,1165040,14,11701822
6077,1988192,1330025,8,3194970
6078,4935808,1121120,12,13631317
6079,4669885,1044393,13,8605710
6080,2283439,922495,5,3607197
6081,4692465,2921988,13,10839359
6082,777287,1259834,7,4111118
6083,2670991,4875530,14,7352883
6084,3047169,771068,10,9789132
6085,5450809,2802217,16,5139183
6086,2893388,3170695,10,4153572
6087,1655896,1933298,10,6717322
6088,3020420,1091488,8,10313134
6089,1943736,2099002,10,2830408
6090,2475649,4598003,10,2194253
6091,1565240,2244715,14,6985507
6092,2923586,1738599,9,2462108
6093,4494634,1328143,10,10957890
6094,1138165,1393141,7,8178161
6095,1266055,70680,4,7891631
6096,2325858,2073949,10,2668090
6097,2033826,880161,6,9602915
6098,2737851,1990761,11,1376103
6099,1943067,1466803,7,6877962
6100,3191182,1215810,6,2459148
6101,4003180,2811926,12,7775672
6102,2445648,5253043,12,4232996
6103,42800,2213161,6,6631939
6104,2985611,2263419,8,8626967
6105,3237730,1681489,11,8616866
6106,2788865,1942940,8,4039982
6107,2536619,1141044,7,8164456
6108,4719324,2492866,15,5106184
6109,3332493,1340109,10,7533870
6110,3493903,5352924,17,6793217
6111,1733065,1882334,8,7696232
6112,3166343,83527,7,6276906
6113,1746831,3391666,10,8041416
6114,3507720,2393285,13,5445494
6115,1407104,892024,8,7475994
6116,4418867,2386394,10,5127107
6117,1739973,2260798,9,4524660
6118,3844535,2748241,13,3352780
6119,4985600,1742491,14,13107738
6120,2165803,1452281,7,4913214
6121,3151008,4118073,12,7803637
6122,3355037,171493,11,3333137
6123,5429848,4094864,19,1792126
6124,2769387,116748,6,6697551
6125,1777401,94381,3,6836582
6126,529185,2401006,11,7345138
6127,1675349,3313315,9,-1347399
6128,2485769,83431,5,4366922
6129,1578287,2097755,9,2583768
6130,4454581,3349966,14,10348706
6131,3100101,2949697,12,5350441
6132,1708423,1384228,8,7124679
6133,3113525,3543926,11,6540838
6134,2598585,1956863,10,5204178
6135,2945827,647594,9,7807915
6136,1742263,1139192,6,2830713
6137,3081311,2922035,15,3536874
6138,1065348,2569096,10,2499096
6139,2740385,1319989,8,3073709
6140,3558601,5604259,17,4545371
6141,2850198,3920128,13,1378846
6142,4043289,427437,8,9363010
6143,3787848,4201984,15,7729508
6144,4510668,2602792,12,3008510
6145,1755503,791641,4,5849155
6146,1294427,982042,6,4028442
6147,3618464,3978820,13,4253639
6148,3901421,2277106,11,6149950
6149,2213378,2721893,9,120274
6150,4035297,982881,11,4781138
6151,4367734,3110196,11,9016220
6152,1544217,4016339,10,2116777
6153,1178659,2024068,7,7867674
6154,2818039,2488748,12,3554824
6155,2165802,4363772,9,-1103968
6156,4012717,855781,7,3250264
6157,2326958,2986669,14,9048374
6158,3323674,1469799,10,4427309
6159,1022159,3523476,8,-1814177
6160,2583565,3398460,11,3760498
6161,4058763,1403847,11,8498200
6162,1388900,2044901,5,7823324
6163,1871960,852834,6,6654864
6164,1422345,2129533,8,6952334
6165,2524168,2811172,9,5119154
6166,4762687,2273109,14,8820137
6167,3019403,3187080,13,5881585
6168,1083866,276129,7,8195631
6169,1007798,1292426,5,5945418
6170,2024318,2654347,11,7011860
6171,3412964,2722603,13,2283683
6172,3813302,3798026,14,7341836
6173,4990432,830142,12,9908211
6174,1955755,1604599,6,1255870
6175,3437262,947405,10,6741451
6176,2489104,2816182,9,1218612
6177,157561,2795663,7,-163792
6178,2523694,2811668,10,1423192
6179,1946186,1017783,8,4202154
6180,2165178,1625055,8,892235
6181,2529971,3484990,11,5761462
6182,1482557,831156,6,1768052
6183,3703283,1983618,14,1951519
6184,2654258,1606544,8,8954191
6185,2185486,1979924,8,4658031
6186,2416892,2032416,11,8197008
6187,1126410,572026,5,9912770
6188,5120219,3167624,18,5598180
6189,408014,5442345,13,2982379
6190,2472303,1271714,8,9203569
6191,5925887,1630710,11,6581396
6192,4012770,1211514,7,11846763
6193,2902247,1537564,8,5014535
6194,1539778,1369344,8,6242561
6195,2236174,990041,5,1837993
6196,3923210,2079207,14,3096637
6197,1900747,3486813,13,4235723
6198,1813208,4895613,13,2786217
6199,1995931,3159186,11,-802840
6200,2582875,364481,9,12067769
6201,3060092,1274348,9,3987908
6202,2400146,1806735,9,723292
6203,3164862,1429645,10,10437024
6204,4401933,1654679,16,3815434
6205,5076500,3074042,17,4875065
6206,2112592,4899359,11,6359808
6207,4931721,810447,11,10786153
6208,1181019,2120547,7,5891944
6209,3578176,2392891,13,5961716
6210,1985079,4234641,13,2243990
6211,2076873,2702210,12,246446
6212,3640129,3562612,14,7692228
6213,4648096,1277019,9,10838502
6214,2649320,1041803,9,5339807
6215,3842432,2233157,12,4029738
6216,4426832,2258301,14,10019402
6217,2685637,717939,7,5681295
6218,5157744,2663830,15,11259155
6219,4890622,2926551,16,4298383
6220,4948791,1433404,12,8769034
6221,2066974,1634589,7,8955803
6222,1009874,2497279,10,4277821
6223,4346140,3629595,12,6517335
6224,4609917,854088,12,5168928
6225,3066167,2713406,11,935952
6226,5338150,573046,11,11482727
6227,5425904,4750173,18,6905920
6228,2354323,4878920,14,6360123
6229,2320040,2174437,9,1408547
6230,2343044,1964495,9,573111
6231,924402,3178102,9,3701675
6232,3643052,2143544,11,1541355
6233,2766010,2872258,13,1714264
6234,3893728,1835776,14,9798184
6235,3451460,2917188,13,10383428
6236,3134104,4198776,13,3345225
6237,1856527,1392017,7,628988
6238,4181720,4188991,14,7106881
6239,3162089,1520236,9,10920448
6240,2357966,1231686,12,4309587
6241,1263864,1588857,4,7116211
6242,3398796,1320527,9,6671389
6243,3021961,2413837,14,10403918
6244,1310263,2222708,9,5587613
6245,601379,798169,4,7081122
6246,3101897,2212710,11,4120733
6247,1361129,3137489,9,5119374
6248,3664933,380347,8,9840495
6249,1158506,2210885,7,2850203
6250,4673065,2341982,15,12060846
6251,1936984,3944682,10,6496208
6252,2725601,2122844,9,3353114
6253,3263061,2592067,10,9142201
6254,2304904,3060537,10,4297894
6255,3467405,2134723,13,4844028
6256,1502217,3183819,8,553643
6257,4662605,2245795,11,9998618
6258,1361040,3936228,9,3547196
6259,2804974,123057,5,7124079
6260,3300680,1891254,12,5647940
6261,4026969,3220982,15,5466676
6262,1977723,1008902,7,5917862
6263,3951995,2649946,12,6395460
6264,2931993,722010,8,11798518
6265,1543587,2445512,7,7521040
6266,2596036,799249,10,11685679
6267,3282556,3270587,11,414456
6268,3952810,579948,10,8997098
6269,3115278,2796662,13,9664887
6270,2952059,1845910,10,9345838
6271,5480056,3254122,14,9238023
6272,1291849,1904237,6,3192503
6273,2658609,2488077,12,6946515
6274,129526,821570,3,4534887
6275,2517607,2505857,10,9629173
6276,3137390,1011852,9,9326266
6277,1495374,2035724,6,1131699
6278,3532253,3572416,14,1478573
6279,3012802,4524728,14,4160661
6280,2563990,3459516,14,-551925
6281,1186811,3315238,11,5359609
6282,1156822,2086592,6,219753
6283,1579845,1319705,7,7691802
6284,5229604,3521886,16,5095990
6285,2955522,477622,8,10152288
6286,6122901,3006219,17,10677723
6287,2413456,1266725,6,3488845
6288,2955514,1008375,9,1967352
6289,1552295,1735927,8,2205176
6290,4066077,870290,11,3455953
6291,2728406,2386501,9,1083498
6292,1693103,1603919,7,4839917
6293,1109349,1225656,6,4281231
6294,1097350,1862890,7,1005067
6295,2954515,3965197,12,2423001
6296,3252541,5153503,14,5103650
6297,859358,3730090,8,245059
6298,2435319,3685204,13,5332315
6299,2385352,2307938,8,8807907
6300,2176806,2030805,9,3227871
6301,4869743,2234002,11,8346144
6302,3102925,1172172,8,5335517
6303,2438907,2871082,9,5370745
6304,2542962,378513,7,2883306
6305,3726131,1317634,11,8215939
6306,2001849,1402445,7,2867608
6307,1499083,1540471,7,6005456
6308,981284,651479,6,3663635
6309,2554561,904575,7,8769842
6310,2292539,3484853,12,1750396
6311,3877904,1429778,9,9485798
6312,2409430,5089104,14,728718
6313,3630035,644664,7,6257382
6314,1723805,160106,4,2770432
6315,1397122,1487682,7,6035638
6316,3138307,3311632,14,7064766
6317,5007977,2005161,16,13000106
6318,2224817,2390619,8,4389023
6319,3991733,2935747,13,4961569
6320,1851422,2058347,11,5883302
6321,3572657,2095231,11,2451347
6322,4465754,1485432,11,4741612
6323,2416232,2003525,10,5463312
6324,2925063,3278145,15,3877164
6325,2583795,5989111,16,3502861
6326,3968518,2681345,13,3267050
6327,1828606,2725781,9,8366560
6328,2270135,1813966,8,4310504
6329,4889287,984620,12,4173844
6330,2865084,1022284,6,2419397
6331,2362681,4070311,14,7128856
6332,1485394,3427760,8,1972247
6333,2353053,1094907,8,5068231
6334,1075132,2036386,7,-517978
6335,1817110,3528090,8,8278449
6336,3324367,2291295,13,6491809
6337,3506618,2258828,11,1315486
6338,3114157,106819,7,8717181
6339,1682900,699761,3,2767048
6340,1819458,3151316,11,6254080
6341,2038188,1352554,5,5161095
6342,4493449,868424,9,9608193
6343,698445,346806,4,4543303
6344,2144176,905795,7,4300447
6345,2783941,1198584,10,10565270
6346,1400665,2274606,9,-665013
6347,4271639,1497490,10,9821070
6348,3870760,1184625,10,9064094
6349,3797706,1762672,10,4056082
6350,956062,637325,2,9677995
6351,3083946,3412933,11,7001797
6352,672542,1800550,7,5771267
6353,2117552,2575511,10,9233125
6354,6294015,694956,14,11372138
6355,2618070,1737295,10,1491550
6356,3069590,3815857,12,3084738
6357,516405,2515884,9,1731097
6358,4774937,480310,9,4477784
6359,0,1536792,2,4870801
6360,3192629,2581625,10,4905213
6361,1883104,406993,5,11054266
6362,240936,1404699,5,5307235
6363,673353,1660199,6,2313739
6364,1210303,3026908,9,-1104915
6365,2676282,3690429,12,-837610
6366,2875822,2079357,11,10333849
6367,3813661,2058178,14,2456841
6368,2549491,2434605,9,9809273
6369,938445,4030357,11,1031072
6370,1637654,1356092,11,2535834
6371,2413844,1863327,9,622915
6372,322011,2653866,7,5241765
6373,6272064,2360329,15,13671601
6374,5854999,2455165,15,6545000
6375,402254,1449172,4,1944022
6376,1411931,2417297,10,5168210
6377,1274507,2509763,8,2426599
6378,4963151,195453,9,8950375
6379,4782971,2874088,15,4547624
6380,3636220,4192854,13,5957000
6381,2978808,3383594,13,5935514
6382,1590720,1438593,10,7121533
6383,2680647,4110772,14,1502661
6384,2721256,2392573,11,3112111
6385,1975073,2467112,10,6472734
6386,821610,2715159,6,4949493
6387,1617051,1863632,9,4611646
6388,3661095,3077579,11,5597239
6389,3050854,1448340,8,4083070
6390,1231998,1888918,10,6769724
6391,2919190,2446689,11,4435154
6392,3197497,2576163,9,825959
6393,3013847,1804933,8,4373065
6394,2437858,2204249,11,2656548
6395,2152403,2321131,8,2448030
6396,430725,3284085,6,3135454
6397,2852847,4617364,12,-683491
6398,3924362,3059309,14,3482563
6399,3271523,4332417,17,380531
6400,1251126,4700700,9,-3381443
6401,2463665,1037878,6,1640619
6402,3832460,1824214,12,11091371
6403,483100,4450331,11,-2436622
6404,2298833,3402129,13,920365
6405,3366648,1884210,9,10082210
6406,3483804,1374999,9,6940431
6407,1055321,1215802,7,9128952
6408,2354710,4397663,13,-641298
6409,2922427,3435976,14,5978709
6410,1833860,1243989,10,8209302
6411,3990569,2047692,12,10582764
6412,1926089,3257320,11,-249877
6413,2742685,2766300,10,2601019
6414,1693208,2030331,8,7032636
6415,4291782,2414469,13,10643860
6416,2291255,2403930,12,434557
6417,4009858,2657128,16,3135570
6418,3984952,1275027,10,11871145
6419,5263913,2309833,12,9177024
6420,1811514,1982255,9,4641175
6421,1918555,2725477,8,725734
6422,849903,3015902,9,7603359
