ACCOUNT_ID,AMOUNT_CENTS,TXN_TYPE
8533,429317,D
3340,48783,D
1712,586067,W
7447,820056,W
6593,261891,D
2135,520126,D
1553,852435,D
9773,794142,D
5045,754586,W
3024,246964,D
9342,5589,W
876,760088,W
6537,339342,D
5148,971544,D
0,487578,D
713,373199,D
5565,396555,W
1755,927092,W
9493,186998,D
1213,35692,D
3861,249294,D
3461,420945,W
7424,824943,W
7414,27239,W
1393,237677,W
690,114334,W
4394,212724,D
8020,670951,D
1558,418863,W
1974,50430,W
1060,60132,W
9429,116273,D
1176,433511,W
1986,611209,W
3205,233700,D
677,25299,D
3623,90670,W
4141,791791,D
8789,221687,D
1954,243708,D
6879,881041,W
5034,129245,D
3044,744973,W
4895,270789,D
4201,403527,W
3030,745214,D
7854,546180,W
2347,827849,W
8827,976988,D
7491,649284,D
7878,191145,W
8276,207533,D
7914,152848,D
8989,268644,D
7327,843255,W
871,967841,D
1350,912952,W
6555,161517,D
5515,429061,W
6495,917985,W
4154,155330,D
2704,651874,D
3014,999843,W
5428,908144,D
3774,429888,D
1648,756936,D
5989,238718,D
9438,529466,W
2038,389053,W
4074,509568,D
1649,609047,D
2770,466366,D
2460,483880,W
3918,390244,D
6193,528095,D
125,671304,D
9856,359333,D
6415,825533,W
4877,785853,W
6721,104541,W
8469,100865,D
7333,525340,W
425,782959,W
7321,754137,D
195,85520,W
9276,550372,W
2840,480431,D
9735,976199,W
8613,99959,D
3876,238049,D
2092,584958,D
9697,903936,W
2174,264727,W
2144,480306,D
6719,134212,W
945,257678,W
7120,522137,D
6884,779868,W
997,576313,D
8572,185987,D
9769,516653,W
5127,982040,D
8948,251081,W
1729,511404,D
7927,616132,W
9091,601434,W
1261,930552,W
9018,670621,D
3149,38719,W
98,778759,W
6480,442486,W
5158,711945,W
732,3132,D
2639,272696,W
6758,213958,W
3575,842818,W
4507,821692,W
7575,424726,D
7400,368701,D
2971,750285,D
3695,513602,W
1658,115419,D
4361,509149,D
7437,207852,D
7793,37161,W
7737,945087,W
2145,544362,D
4520,199176,W
8436,200177,D
5987,760859,D
5615,268159,D
6477,302113,D
7811,284082,W
2040,565876,W
6984,933607,D
1325,797587,D
488,570464,D
7035,956827,D
37,552950,W
5932,583042,D
7274,797935,D
1323,633010,D
6046,737176,D
2789,909430,D
9484,556069,W
2875,267932,W
399,796190,W
2293,106649,W
3417,223356,W
7874,958682,D
8387,747100,D
214,88503,W
2412,221085,W
5401,617292,W
814,791141,D
2951,23967,D
3258,765183,D
7521,366874,W
9049,141404,W
9780,181251,W
263,628721,D
6660,756282,W
4756,130615,W
5655,861797,D
1453,111658,D
6330,117383,W
1886,913390,W
5240,334106,D
1062,360385,D
9387,806709,D
1175,957883,D
6171,940000,D
9008,808665,W
7401,637545,W
6235,246838,D
9261,80434,W
1151,378274,W
4674,285779,W
3052,471207,D
8267,405216,D
1286,630299,W
1096,102121,D
4374,480657,W
7820,952964,W
4571,568731,D
7756,900332,D
9253,681255,D
5294,86784,D
6711,223836,W
9895,940808,W
5012,139823,W
9362,692163,D
8966,789594,D
834,112444,W
5061,362259,W
3177,22680,W
8875,238875,W
4484,501158,W
4427,668240,W
3308,760850,D
1027,840841,D
3112,530231,W
3847,913977,W
9625,56090,W
4000,879544,W
8233,715414,D
399,737282,W
7045,473407,D
3340,273762,D
8388,547879,D
4412,184092,W
1704,582526,W
7596,618462,D
6534,232184,D
6517,396179,W
8540,3448,D
524,931931,W
7813,438364,D
9376,604346,D
8110,778,W
644,712690,D
9917,931610,W
9157,315711,W
2144,339357,W
572,695534,D
456,510903,D
5151,700160,W
6331,199532,D
7303,376091,D
6262,701352,W
8027,727590,W
4016,970594,D
9480,149692,W
1981,73659,D
7000,648510,D
8247,486337,D
8476,234807,W
643,75664,W
5105,87403,W
7152,740939,D
3421,342045,D
2193,66078,D
1997,394192,W
9189,684739,D
5130,900400,W
5243,564370,D
4576,499787,D
750,674181,D
1223,134845,W
7466,601115,D
3138,588363,W
4520,282795,W
1601,132712,W
4990,78922,D
6912,119944,W
5351,958932,D
412,242553,W
49,344876,D
6801,816531,W
4024,684777,W
1067,109968,D
2688,743313,D
9159,515925,D
9540,23819,D
6642,627991,W
3772,132818,W
6151,938139,D
3671,626034,D
5213,470879,D
6706,119024,D
2712,826820,W
6095,191772,D
5487,349170,D
3679,72734,W
7351,817256,D
1088,616329,D
7204,939623,W
4641,847137,W
1848,331269,D
3230,574259,D
4014,409758,D
271,621144,D
5697,774545,D
8820,443746,W
787,262763,D
6763,251910,D
4805,614289,D
8939,886493,D
5375,367472,W
5000,723887,D
4258,72026,D
9563,760190,W
7814,875794,D
5182,890058,W
7505,557890,D
4719,5991,D
6917,640868,D
8854,545659,D
8589,639312,D
3157,619396,D
6995,664633,D
9952,629610,D
7580,247740,D
3545,773945,D
2157,886289,W
1060,144120,D
4130,253083,D
6296,281401,W
4544,643098,W
958,715188,D
8266,156114,W
5039,443046,W
6422,328974,W
7251,679518,W
9611,683094,D
791,261780,D
442,79986,D
2134,68613,D
3577,194267,W
748,280221,W
8223,804218,W
5217,926713,D
3670,909409,W
8866,350219,D
8434,308158,D
7585,323638,D
7000,155793,W
3586,69625,W
4378,826409,D
1026,693961,W
848,169561,D
9013,363648,D
3610,854334,W
7506,160022,D
7614,807675,W
6920,73887,W
6420,544113,W
5244,496524,D
7524,585066,D
8442,889251,D
7438,759240,W
8133,647261,W
6596,450029,D
5789,259767,W
4531,188390,W
3742,168270,W
1549,995432,D
5334,686854,D
9212,214811,W
3827,117908,W
6815,202974,W
4297,745538,W
8804,473245,W
1790,144771,D
5767,133927,D
8285,615108,D
6024,900797,D
1819,506930,D
5447,619936,W
5847,285013,D
8763,230354,W
8261,484176,W
2391,238409,D
9891,104652,W
5015,171503,D
2256,943771,D
2360,253705,W
7568,448179,D
5741,184557,D
4454,320702,W
2406,584806,W
1642,595115,D
4600,13171,W
272,881098,D
8288,431012,D
5970,805148,D
7357,670232,W
8861,651687,W
4399,388341,D
4956,970805,W
8383,430060,D
2874,904190,W
4835,79637,D
297,497470,D
8607,347938,D
8543,920579,W
5668,700680,D
5438,226158,D
71,608080,W
1345,154429,W
4194,705041,D
9837,189880,D
5864,695992,W
6167,575139,W
1203,337539,W
6372,322011,D
5224,660129,D
7552,679383,D
2064,629758,W
7725,26589,D
5462,287841,W
5104,693445,D
5389,928383,D
966,249089,W
5404,646830,D
9596,289415,W
9962,406284,D
422,86945,W
2174,751406,W
340,4763,D
9397,409709,W
1552,659040,W
8993,613339,D
3395,725485,D
49,114855,D
1027,234161,D
3502,614789,D
9607,345296,D
5203,61208,D
3340,320492,W
6964,556244,W
4889,245741,W
6183,224944,D
5970,1253,W
1458,730541,W
2067,912749,D
2170,362922,D
4712,833114,W
8835,556710,D
4214,569535,D
7387,326588,W
2258,221555,W
4850,476171,W
6779,519133,W
7665,374353,D
9924,239980,D
3934,244622,D
279,368188,W
1593,878265,D
1683,263378,W
9095,568533,D
3384,846577,D
6991,488918,W
3273,182614,D
1172,228217,D
8236,545245,D
1907,407554,D
9693,30330,W
2061,307439,D
4611,364932,W
3831,424272,W
6735,746234,D
1881,962037,W
6468,666376,W
2914,467145,W
6762,480793,W
6350,637325,W
6134,70794,D
1346,914125,D
5566,774666,D
429,10522,W
6326,487472,D
2441,29367,W
4160,329604,W
2750,565307,D
7292,569344,W
1824,863466,W
9710,101230,W
1486,527306,D
2366,173012,D
5628,243414,W
9083,402491,W
5636,412056,W
7917,727451,W
6291,673863,D
5079,941490,D
8065,838206,W
6631,573321,D
8739,392757,D
5913,525857,D
4538,184924,D
6090,717505,W
3534,966107,W
9451,532314,W
8853,750676,D
2564,44341,W
9455,599873,D
9156,456412,W
5890,792119,D
7971,183474,W
8845,738092,D
6409,579958,W
7313,342449,D
1973,318917,W
581,532047,D
4239,677226,W
7367,689315,D
2183,936813,D
5918,183171,D
3466,495662,W
7102,92723,W
2051,378148,D
127,47243,W
6443,754881,D
2467,409641,D
5861,725146,D
5992,463424,D
9253,308336,W
2371,671938,W
158,831924,D
6823,849452,D
8681,322476,D
839,92272,W
1512,887782,D
289,757990,D
6808,798642,W
8334,692431,D
6995,608943,D
7218,139329,D
9613,90916,D
2615,686712,W
3446,688652,D
7708,919560,W
8701,434474,D
290,355742,D
308,270516,W
5848,469071,W
5832,181965,D
3779,634427,D
569,915207,D
869,643816,W
7012,511595,W
9173,802601,D
2078,998647,D
8962,24181,W
9018,350615,D
6282,417842,D
1180,426835,D
5539,506726,W
7482,440564,D
5099,193677,D
3604,773115,W
1762,171423,W
4861,814243,W
5444,225484,W
7796,771621,W
9554,618225,W
4474,842956,W
7631,199883,D
9582,954304,W
5297,166965,W
7799,830647,D
1705,590786,W
8241,440893,W
6368,260675,W
7215,879101,D
5150,662056,W
4720,370936,W
125,169554,D
9453,386179,W
8432,275696,D
7318,111480,D
9256,368998,W
991,572133,D
7187,155202,D
5969,369273,D
9947,172287,D
9488,248620,D
5389,501529,D
5650,631400,D
2774,134271,W
3943,759211,W
4194,380797,D
6523,925753,W
8326,998026,D
3946,708291,D
8982,395640,D
4253,812248,D
3181,135777,D
7266,283819,W
9979,49472,W
5385,31294,D
8341,171230,D
5954,967619,W
5254,455228,W
7027,572639,D
2605,236187,D
1720,167400,D
2254,928917,W
542,527543,D
3015,158939,W
5655,886854,W
5874,147532,W
5232,247950,D
3707,717215,W
7526,922247,W
9914,68017,D
9993,459607,W
4051,135453,D
4611,76062,D
8513,72680,W
5223,118065,D
4503,558576,D
3939,374191,W
1275,569198,D
5207,342132,W
7874,508484,D
6093,934881,D
9871,377858,D
8140,931332,W
9143,767799,W
9872,24645,W
6369,516687,W
9778,210885,D
1096,696038,D
6607,316628,W
9384,943984,D
7670,471663,W
4775,891598,D
2797,807106,D
5466,617054,W
8970,433880,D
7251,792086,D
3668,106317,W
1595,786975,D
5485,283503,D
261,936334,W
5760,813049,D
4743,895160,W
3318,794922,W
5097,720132,D
6005,901416,W
8832,445941,D
2856,970305,W
333,759354,D
8222,548047,W
6417,355318,W
9593,965628,D
9627,774941,W
2057,532501,W
2759,847799,W
9383,304594,D
88,868,D
955,468739,D
9370,643493,D
327,857548,D
953,601924,D
5289,411118,W
4294,437288,W
421,329768,D
7314,660209,D
9560,955243,D
9037,311197,D
6652,350163,D
4328,18415,W
2968,336626,W
7996,943194,D
9677,690570,D
9399,784084,W
2983,311061,W
9038,619189,D
3164,587373,D
8871,726666,D
6629,841806,D
6084,272384,D
4370,257634,W
1546,441171,D
199,665444,D
2899,226343,D
1763,352022,D
5160,704234,W
4850,836124,W
3483,25128,D
5219,794684,D
8222,526598,W
1878,281153,D
7069,212383,W
4010,944585,D
3767,676612,W
6025,575620,W
8434,474303,D
6667,443340,W
7315,194896,W
4395,91748,D
3782,470037,D
9842,912945,D
7559,493957,D
7629,480423,D
210,113944,D
4465,191757,D
4342,73384,W
8898,587932,D
5637,485061,W
436,351589,W
4713,752255,D
1718,292870,W
6502,766990,W
6838,459652,W
949,152762,W
1023,880763,W
3868,986857,W
853,33896,W
1094,543096,W
5635,109839,W
2689,399997,D
9997,319043,D
1818,377089,W
8914,800999,D
3226,96313,W
3325,271941,W
9198,639239,D
1686,440913,D
928,68767,W
8664,969215,W
3162,861269,D
1861,544765,D
1099,889630,W
2409,816592,D
6711,516017,W
1575,860805,D
4842,580227,W
3443,202097,D
2395,967145,D
5562,621177,D
6011,482608,D
2677,283722,W
7999,637275,D
734,655408,W
2822,195570,D
6612,719145,D
5567,46636,D
5511,70612,D
4403,562465,W
930,227694,W
1780,459185,D
1463,118988,W
1441,607149,D
8003,637400,D
3507,890704,W
1503,448503,D
564,591929,D
6970,713261,D
3805,322991,W
8011,500407,D
7496,918495,W
7363,96368,D
9511,427771,W
4435,306911,D
9847,861898,W
2747,871417,D
4338,83562,D
1929,228823,D
2926,884928,D
2638,950549,D
1914,217869,W
8673,667907,D
6791,336378,D
4948,989904,W
8752,461763,W
5972,266316,D
5023,900722,D
7051,290969,D
5547,898288,W
3274,65540,D
6500,298767,D
7836,340563,W
6342,51459,W
5118,455523,D
9875,319460,W
6983,204053,D
9432,937660,D
4743,769532,D
7051,788095,W
1353,170927,D
5856,878943,D
1779,331868,W
7961,583612,W
2461,830101,W
269,229812,W
3565,327381,W
7014,501888,D
6443,807882,W
4027,111855,D
4606,270923,D
8029,662813,W
5368,463583,W
9600,43288,D
2277,979721,W
6832,731440,W
8898,747905,W
5031,70637,D
6462,127592,D
7821,314370,D
1972,80113,D
8051,582442,D
141,28592,W
9414,505465,D
1205,33457,D
2032,588404,W
2636,666090,D
6952,131106,D
9739,584499,W
3873,293831,W
3356,566857,D
9836,445192,D
1170,594108,W
127,513970,W
9401,601626,W
3557,636050,D
4703,158459,D
9271,85692,W
6083,263867,W
4825,495210,D
1237,345024,D
9117,291619,D
2838,160309,W
2407,550463,D
9757,279078,D
9674,440453,D
970,294451,D
7651,643741,D
7412,899580,W
5960,217276,D
4516,747591,W
8589,750474,W
850,35599,W
123,105770,W
2270,903661,W
5785,946159,D
7963,88831,W
5938,559795,W
9003,283700,W
8049,414463,W
9222,115882,W
9437,116633,D
1727,557844,W
9751,820659,W
3324,487251,W
8100,93871,W
2555,449334,W
5927,544890,D
5240,575323,D
1952,206218,D
7621,683629,D
8644,231539,W
8543,544431,W
354,758517,D
427,627987,D
6265,201163,W
8738,43751,W
6610,800540,D
5344,844078,D
8648,359473,D
3036,55258,W
6043,472946,W
4,708374,W
6342,674613,D
4171,405898,D
9136,350407,D
4897,450367,D
5538,278620,D
2925,668185,W
3635,779647,W
2291,690140,W
5218,541838,D
3251,905076,W
913,128701,D
184,147104,W
3508,271996,D
560,961419,D
3422,217632,W
7139,815666,D
5323,249821,D
9993,717373,W
4448,68046,W
9955,427932,D
7872,851190,W
6388,303078,D
3180,654306,D
4270,708485,W
5194,437358,D
7047,976822,W
5722,119987,W
2244,783723,W
9602,641872,D
4962,352788,D
3954,584476,D
2017,951216,D
1473,362667,D
2204,984429,W
751,96098,D
3396,118991,D
6025,538613,W
5222,948776,W
1941,359362,D
8596,672186,W
4261,361437,D
5139,182955,W
7926,879758,W
6303,59219,D
7027,690168,D
7651,908996,W
7774,743568,W
790,822059,D
5093,528718,D
2259,851545,W
701,169464,D
3415,514093,D
1187,18341,W
6608,841256,W
8830,614958,W
3276,449186,W
6227,596593,W
5017,673749,W
6493,603432,D
2306,138346,D
5680,775903,D
7430,233770,D
6154,889907,D
5001,365722,D
3949,976939,D
9693,474155,D
5771,811178,D
9812,827662,W
3303,268987,D
3697,671544,W
3529,406279,W
7541,683730,W
1153,285163,D
4528,914634,W
8643,576163,W
8944,845754,W
9183,599208,D
517,626521,D
9730,436919,W
2882,997911,W
4628,550637,D
625,863664,W
4908,245888,D
9353,682438,D
1385,684568,D
3605,327266,D
6794,677978,D
3436,810470,D
1153,114405,W
1153,377698,W
4127,657286,D
4894,762705,W
9867,654929,D
1852,794138,W
1031,922435,W
5203,72057,W
587,215083,D
5510,837001,W
456,415177,D
889,95596,W
7189,16547,D
6496,886102,D
1022,461472,W
5568,175287,D
2127,419059,D
2101,786359,W
7555,545732,W
526,581462,W
7664,505089,D
4502,914227,W
7468,854365,D
3906,341106,D
139,803205,D
6374,964909,D
4808,512690,D
8064,626325,W
8574,282377,W
7275,351946,W
9222,912915,W
8794,282443,D
1657,555837,W
7567,79928,W
7446,759431,D
1124,435403,W
3875,714364,W
1857,363067,D
6078,539463,D
6433,642801,D
8048,801683,D
1930,250850,D
3443,634671,D
3792,865371,D
4230,147251,D
1286,297049,D
523,325323,W
561,174863,D
1328,652215,D
568,85185,W
5002,735448,W
8358,566245,W
5501,44136,W
5296,409115,W
6885,761002,D
2384,559650,D
4987,659258,D
2342,48634,D
7761,466778,D
3104,542286,D
5181,62055,D
9490,668160,W
3328,245483,W
9678,313917,W
5982,354672,W
2224,315004,W
8604,843108,D
9999,539912,D
6908,921315,D
6668,510316,D
1408,618537,D
3135,552855,D
2432,843973,W
3065,301274,D
2663,834016,W
2021,845466,D
9439,821974,D
2578,25507,W
6544,225360,W
940,444632,D
8026,676389,D
4693,348782,W
1970,327696,W
4481,81675,W
816,875321,D
645,40712,W
8674,679187,D
4085,153653,W
4247,277121,D
9164,900594,W
7404,819885,D
6825,937861,W
1444,272263,D
8907,380703,D
6017,336291,D
7266,506344,D
7590,964463,D
5416,882080,W
6205,545050,W
9799,10951,D
6296,829750,W
8560,960912,D
344,198178,W
2722,63937,D
4748,34498,W
7302,403867,W
5708,520929,D
1038,68255,D
4131,487855,D
9298,576331,W
7022,947699,D
251,36439,D
2317,817914,W
2045,940570,W
4552,826992,D
135,119014,W
95,469699,D
2510,766430,W
3047,591594,W
9152,101184,D
2789,924267,W
8601,494441,W
4581,476536,W
2045,877299,W
2006,952794,D
7481,556048,D
1166,411490,W
4157,454475,D
770,913466,W
4077,864739,D
1222,635816,D
8636,640169,D
5508,21821,W
795,68061,D
8297,26964,D
6012,152121,D
7656,732744,D
9896,659076,D
4222,522299,D
9524,891206,W
5360,142509,D
4754,657021,D
2461,220013,W
4735,521498,W
7545,286693,D
7519,815384,D
1863,446468,D
2291,229694,D
4822,637243,W
1358,210512,W
5957,847971,W
6375,216021,D
7143,705492,W
8223,281355,W
9707,963015,D
2244,37798,D
2854,496731,D
1983,717273,D
3341,711515,D
3032,952170,D
7185,332898,W
6939,346169,W
987,680760,W
1048,278656,D
2382,959409,D
371,95366,D
6356,952361,W
761,872132,D
3195,780626,D
717,815624,D
979,205278,D
9902,57157,D
1929,636964,W
2821,949529,W
1166,222049,D
4432,992199,W
8006,615133,D
9974,705204,D
7584,34165,D
4319,423816,D
2622,506129,D
6894,166266,D
6913,125386,W
1869,589779,W
8350,983868,D
7454,252249,D
908,49457,W
5548,669350,W
9000,94328,W
7517,177893,W
3084,706780,W
3361,607197,D
4757,861415,D
1642,508852,D
7638,840685,D
6758,398867,D
2266,898762,D
1475,3675,D
9910,706301,D
7896,569139,D
3130,354017,D
4594,693951,D
1703,860238,D
7768,890007,W
8365,85746,W
1605,428993,W
1546,870296,D
6230,374410,D
9501,672762,D
9119,731702,D
3670,725027,D
3795,282274,W
8866,259042,D
2945,48540,W
758,365560,D
259,161148,D
4192,542782,W
6841,883714,W
2642,192607,W
2944,465352,W
3961,541633,W
1970,227936,W
4598,712671,W
3099,927516,W
4662,948894,W
2253,469201,D
5593,765915,W
9312,19725,D
2855,151035,D
4013,259086,D
6971,856968,W
3407,534609,W
9609,521366,W
9390,412509,W
5438,15286,W
533,125024,D
2260,807748,W
126,726875,D
1569,136064,W
5585,255423,D
4282,484702,D
3809,371477,W
387,26648,D
7695,914223,W
5312,624500,W
9574,428127,W
9566,709790,D
3967,126682,D
921,422148,W
438,591338,D
3139,774728,W
9426,694454,D
8194,421741,W
172,473476,W
1142,330413,W
7889,989251,W
2250,478155,W
9348,608505,W
5529,94164,D
44,771566,D
103,672024,D
9934,751945,D
2432,934981,W
2962,364124,D
7291,391054,D
539,711306,D
5982,678081,W
4153,340080,W
3240,396251,D
5169,741597,W
6412,129490,W
3131,323409,D
1357,680941,W
8491,424896,D
662,890326,W
1028,758583,W
6752,254807,D
4479,529461,D
5256,824709,D
7746,801223,D
1447,892878,D
2484,582172,D
6608,356264,D
1476,309712,D
7757,12018,W
5404,911500,W
7408,18080,W
1479,33999,D
3134,423770,W
7291,870806,D
1373,738832,W
8315,716224,W
7251,216406,D
4360,814440,D
1613,293337,W
8957,596492,D
5277,885580,D
5283,260085,W
9536,255378,D
951,193141,W
6134,883116,D
328,188486,W
8686,894565,W
5287,875949,W
3498,82795,D
4790,195257,W
4098,822346,W
6389,838337,D
3550,573702,W
1485,343002,W
5862,480243,D
3193,531221,W
7019,174616,W
9533,706039,W
761,145850,D
3430,216615,D
7541,450765,D
3328,671300,W
9781,728865,W
9188,800873,D
4827,704186,D
1443,308125,W
6224,195375,W
9438,679304,W
247,999761,W
2954,633764,W
3966,234373,D
497,347386,D
450,958206,D
7681,590392,W
6361,613059,D
4220,347710,D
3880,276245,D
5281,962961,W
3733,443898,W
9102,42480,W
9220,916675,D
3085,135959,D
8246,554083,W
3680,312260,W
4758,319303,D
1875,774515,D
3730,133279,W
7473,909954,D
706,554234,D
452,859041,W
3361,33740,W
2221,497368,W
237,221435,W
1869,3099,W
5607,81578,D
8144,899286,W
7090,112668,W
7200,295151,D
6630,247204,D
5273,12811,W
7856,411174,W
4294,264463,W
9468,966317,W
742,280036,D
4019,88840,W
9511,89835,W
7694,678544,D
8681,512318,W
9000,441170,W
9609,254048,D
5139,940557,W
7012,20600,W
5237,408298,D
9208,669830,D
5984,180482,W
328,674162,W
6347,793200,D
4002,917650,W
5057,904098,W
7996,339485,D
3814,820108,D
6969,36172,W
2373,270441,D
7259,100653,W
1708,235828,W
9535,161091,W
6633,249173,W
3973,697435,W
9922,326222,D
854,387850,D
6201,676245,D
6529,492403,W
1555,427726,W
4568,64307,D
9057,653707,W
9546,217915,D
4760,247245,W
3840,630930,D
782,631370,W
8538,604407,W
185,879105,W
1096,997719,D
9138,430127,W
2820,280854,D
6520,442496,W
3684,736273,W
862,367189,D
7989,603119,D
9934,66731,D
9301,253220,W
5183,616531,W
3669,692526,W
2909,854424,W
4125,476111,D
8319,677255,D
4054,16246,D
3477,313404,D
3812,890392,D
8536,325598,W
2877,345952,W
4057,818411,W
8380,881677,W
9129,73160,D
6745,624266,D
3440,560666,W
2918,619666,W
2786,170845,D
510,180387,D
3208,380895,W
4092,858452,D
4577,631437,W
7850,88399,D
7935,720698,W
2902,443526,W
8740,978012,D
6389,178202,D
7051,421469,W
8007,127994,D
208,820907,D
557,675512,W
3006,440652,D
6086,765245,W
6375,847021,W
9667,702612,W
8760,862409,D
9154,132219,D
3496,985912,D
5668,760849,D
5274,628857,D
6774,871085,W
8843,137268,W
7455,755575,D
5252,241278,W
3400,263588,D
5324,630910,W
5507,257767,D
2916,406673,W
9271,610327,W
9563,506734,D
1314,86319,W
6437,598450,W
3132,173016,W
1037,597498,W
8035,205369,D
3830,590811,D
116,24647,W
5348,347578,D
3489,193722,W
1133,541564,D
1245,737407,D
120,649432,W
8530,60138,D
2142,973986,W
6124,513732,D
8309,827245,W
9365,520393,D
8111,433888,W
3328,385594,W
6199,114804,W
4717,933595,D
5889,179137,D
845,988036,W
9624,89739,D
7156,31394,W
9244,316953,D
3231,127442,W
9887,189726,D
2704,935408,D
1713,747975,D
8056,479967,D
3462,90412,W
3106,525850,W
4882,722543,D
5690,139521,D
8667,82822,D
5307,49657,D
9029,516500,W
5702,316201,D
858,865639,D
5568,327191,W
3593,575060,W
8638,425062,D
477,970058,W
5718,931808,W
8254,308337,W
4646,271330,D
8864,592317,W
2000,161970,W
1128,511620,D
5111,485859,W
7385,429298,D
6384,6941,D
8632,589033,W
5689,86436,D
9632,617502,W
6353,723993,W
2561,946210,D
1720,300237,W
9996,165579,D
5946,518137,D
4848,209390,D
6032,974875,D
7535,761416,D
3054,575078,D
2065,623536,W
6313,971596,D
8585,168401,D
1518,599160,D
5483,741015,W
2449,641848,D
5163,11233,W
909,290416,D
1302,209172,W
1006,20799,D
8700,301201,D
1343,466374,W
3930,599829,D
1157,716928,D
7633,213561,W
4361,916293,D
6763,495173,W
5438,362423,W
7180,881469,W
3175,260287,W
906,257315,D
6380,932485,W
7949,282318,W
1326,448640,W
7693,531024,W
3023,954490,D
6657,597853,D
6368,988683,W
2408,160349,W
3231,688476,D
8010,261015,D
941,374818,W
1723,253752,W
8912,737580,W
3089,523152,D
6807,642758,W
3609,178229,D
279,267435,W
2353,76317,D
6796,306967,W
9875,47377,W
5737,822520,W
9939,859462,D
5761,730565,W
8084,135039,W
4770,216210,D
5077,238706,W
1877,36893,W
3126,668462,D
5374,67126,W
1184,270460,W
1186,70378,D
1590,174295,W
9803,857460,W
177,157891,W
17,309878,W
551,877824,D
4469,499627,D
6896,569169,D
9214,896707,D
4338,665180,W
1180,509311,D
1873,421461,W
4504,925483,W
3670,409196,D
6631,660495,D
1563,234515,W
5137,588419,D
4262,419018,D
2317,535728,D
7346,763658,D
7958,233886,W
7782,515648,D
8399,564395,D
8437,440676,W
6942,590083,D
2624,186069,D
7499,746091,W
5059,61580,D
7231,891685,D
4141,957795,W
6166,468497,D
3106,454141,D
4181,668277,W
4273,959553,D
6141,648449,W
6521,297751,D
294,35101,D
9967,278444,W
1282,477035,D
5270,390606,W
6689,449400,D
4195,811526,D
532,335142,D
6543,357033,W
4192,705643,D
8511,428618,D
9015,176489,D
8034,187717,W
8960,25944,W
7834,82411,D
7696,177507,D
9991,436546,W
5892,786057,D
4887,920687,W
4385,631536,W
6223,62272,W
4366,64317,D
1083,210032,D
8253,776927,W
6253,14420,W
3049,807389,D
3429,502734,D
6375,602151,W
2564,246871,W
3281,735954,D
8704,398546,W
6220,385446,D
7443,482657,W
3417,859537,D
2746,823240,W
3187,312893,W
9386,355094,W
5670,591631,D
1410,934528,W
8361,20431,D
7105,270860,W
1421,812716,D
737,420690,D
1608,110528,D
311,639333,W
631,69923,W
8697,741277,W
4646,230908,W
1520,894303,D
5752,746209,W
6136,394136,D
6531,405357,D
759,169736,D
3212,556019,W
8330,638918,D
2859,558847,W
4446,933156,W
4936,593234,D
5955,245383,W
4019,787438,D
4095,753186,D
1372,448469,W
5398,70156,W
9904,435406,W
3964,687745,D
138,381953,D
3652,495838,D
3695,762478,W
8016,328498,W
9944,878219,W
8461,477775,W
2996,344812,D
8506,40377,W
9921,96337,D
1844,593929,W
6988,25331,W
7968,312419,D
8925,835675,W
202,84959,D
4432,386041,W
2628,548852,W
8158,603145,D
1854,630804,D
8741,152398,D
9441,978246,D
2603,33640,W
5319,633557,D
4361,882459,W
4138,15418,D
6884,327673,D
4349,839942,D
3506,447914,W
3373,215708,D
5783,772393,W
8085,553111,D
2538,208797,W
5787,7719,D
8076,427616,W
4363,333056,D
3209,950364,D
1582,171331,D
1769,860547,D
617,214699,W
8258,84265,D
9114,255708,W
4563,744865,W
7335,448722,D
4921,503106,W
8068,620311,D
9998,16907,D
3109,241752,W
7464,733287,W
5491,813776,W
119,483561,D
1709,433266,W
4019,776137,D
8276,487554,D
3056,189794,W
3438,319584,D
8976,226525,W
8231,371892,D
6028,203175,D
4029,58382,D
5368,777348,W
8947,686500,W
7891,628094,D
7798,624477,W
8344,797122,D
9765,288446,W
8991,276415,W
2208,375745,D
1860,935240,D
549,41049,D
6786,793319,W
9446,440659,D
4227,299655,D
7747,315961,W
4475,205844,W
957,844357,W
2203,258332,W
9274,266907,D
342,344000,D
1864,407961,W
8135,271016,D
9383,871398,D
7718,354250,D
4196,124232,D
3068,615566,W
2332,95576,W
4541,432806,W
671,137848,D
9370,416802,D
1622,707398,D
4404,236475,W
6178,217180,D
7871,800627,D
6601,473919,W
153,571283,W
4484,391324,D
6337,854119,W
4813,537433,W
58,795485,W
2740,804972,D
357,84045,W
3555,842450,D
8169,612466,W
8692,524130,D
2312,381687,D
9163,658277,W
6326,519589,W
5845,298771,W
1128,600185,D
359,616212,D
9158,579188,W
3332,634189,D
8268,829298,D
7667,53228,D
5856,431302,W
8730,240960,W
6979,828968,D
3801,755777,D
1925,548572,D
7786,64639,D
8668,944959,W
4373,98744,D
1489,125100,D
9348,613914,D
7275,46916,D
5440,357227,D
3319,494976,W
6530,144634,D
9736,38457,W
7527,545673,W
6290,553760,D
2308,201004,D
2491,517798,W
6494,669511,D
2506,327129,D
1284,501163,D
107,737067,W
2528,303152,D
6170,940365,D
8632,275069,W
2302,595429,D
9465,633835,D
2689,50388,W
8344,692093,W
1501,316989,D
9182,141828,D
9584,744082,D
4230,798674,D
1075,18472,D
135,850194,D
5188,606396,W
3302,45703,W
9236,457063,D
2501,98344,D
2004,323217,W
